bill_id,state,year,cluster_id,confidence,keywords,mga_topic
1835753,MD,2024,0,0.9416,"employee, employer, employment, labor, work",employee
1835616,MD,2024,2,0.9637,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1838024,MD,2024,4,0.9067,"county, hunting, deer, person, sunday",animals; guns; trapping
1839265,MD,2024,34,0.955,"court, county, judge, law, salary",court
1817767,MD,2024,22,0.9825,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1798240,MD,2024,25,0.9553,"electronic, person, law, information, public",electronic
1824904,MD,2024,19,0.9741,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1826313,MD,2024,7,0.9623,"property, county, tenant, landlord, department",property
1832700,MD,2024,45,0.9421,"department, water, county, environment, house","aquaculture; chesapeake bay; coastal bays; pollution; natural resources; riparian rights; rivers, streams, and lakes; swimming pools; utilities; washington suburban sanitary district; wastewater; water pollution; waterway improvement fund; wells; administrative agencies"
1840595,MD,2024,10,0.9609,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1827851,MD,2024,24,0.9394,"animal, dog, person, law, fund",animal
1798169,MD,2024,41,0.9674,"county, law, public, commission, house",county
1797766,MD,2024,11,0.9781,"inmate, correctional, services, department, law",inmate
1837851,MD,2024,15,0.9647,"firearm, person, handgun, law, secretary",firearm
1819846,MD,2024,7,0.964,"property, county, tenant, landlord, department",property
1837914,MD,2024,10,0.9157,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1797789,MD,2024,10,0.9517,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1827914,MD,2024,5,0.9677,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1842117,MD,2024,1,0.9759,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1840604,MD,2024,23,0.9178,"lottery, video, video lottery, county, gaming","awards, medals, and prizes; gaming and gambling; cameras; deepfakes; recordings; surveillance; television"
1835704,MD,2024,40,0.913,"board, dental, health, license, practice",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842269,MD,2024,43,0.9518,"sports, racing, commission, fund, athletic",gaming and gambling; horses; sports and recreation
1813636,MD,2024,7,0.9668,"property, county, tenant, landlord, department",property
1798217,MD,2024,15,0.9758,"firearm, person, handgun, law, secretary",firearm
1839232,MD,2024,37,0.9345,"transportation, county, transit, administration, authority",aircraft; airports; bicycles; boats and ships; bridges and tunnels; buses; commuters; for-hire driving; highways; mass transit; trucks; motor vehicle rentals; motor vehicles; railroads; ridesharing and carsharing; school buses; taxicabs
1846416,MD,2024,2,0.9642,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1798094,MD,2024,11,0.9705,"inmate, correctional, services, department, law",inmate
1829818,MD,2024,6,0.9442,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1837806,MD,2024,32,0.9689,"license, county, alcoholic, beverages, alcoholic beverages","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1797731,MD,2024,5,0.94,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1826344,MD,2024,3,0.9719,"vehicle, person, motor, administration, driver",vehicle
1832757,MD,2024,37,0.9258,"transportation, county, transit, administration, authority",aircraft; airports; bicycles; boats and ships; bridges and tunnels; buses; commuters; for-hire driving; highways; mass transit; trucks; motor vehicle rentals; motor vehicles; railroads; ridesharing and carsharing; school buses; taxicabs
1835568,MD,2024,38,0.9517,"emergency, county, public, safety, volunteer",accidents; building codes; emergencies; guns; homeland security; injury; motor vehicle inspection; occupational safety; personal protective equipment; restrictive housing; school resource officers; traffic monitoring; surveillance; traffic regulation; workplace retaliation
1840468,MD,2024,7,0.9632,"property, county, tenant, landlord, department",property
1824683,MD,2024,44,0.9458,"cannabis, tobacco, medical, marijuana, commission","cannabis administration, maryland; cannabis distribution; cannabis production; treatments.’; drugs; hemp; smoking and vaping"
1842140,MD,2024,20,0.9562,"election, board, campaign, law, voter",election
1827943,MD,2024,28,0.9333,"retirement, income, member, service, pension",mandatory retirement
1840487,MD,2024,44,0.9483,"cannabis, tobacco, medical, marijuana, commission","cannabis administration, maryland; cannabis distribution; cannabis production; treatments.’; drugs; hemp; smoking and vaping"
1835587,MD,2024,19,0.9523,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1837943,MD,2024,9,0.9572,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1820140,MD,2024,27,0.952,"health, pharmacy, drug, prescription, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798344,MD,2024,49,0.9505,"board, health, school, education, physical","administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health; accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1797818,MD,2024,33,0.9419,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1813620,MD,2024,7,0.9445,"property, county, tenant, landlord, department",property
1835712,MD,2024,15,0.954,"firearm, person, handgun, law, secretary",firearm
1835657,MD,2024,20,0.9623,"election, board, campaign, law, voter",election
1859576,MD,2024,21,0.964,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1839224,MD,2024,13,0.9674,"person, law, criminal, court, sexual",person
1798201,MD,2024,20,0.9782,"election, board, campaign, law, voter",election
1846379,MD,2024,30,0.9697,"food, program, department, health, school","clams; crabs; dietitians and nutritionists; food insecurity; meat, poultry, and seafood; milk products; oysters; restaurants; vending machines; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health"
1832741,MD,2024,41,0.9575,"county, law, public, commission, house",county
1826352,MD,2024,37,0.9354,"transportation, county, transit, administration, authority",aircraft; airports; bicycles; boats and ships; bridges and tunnels; buses; commuters; for-hire driving; highways; mass transit; trucks; motor vehicle rentals; motor vehicles; railroads; ridesharing and carsharing; school buses; taxicabs
1798128,MD,2024,0,0.9801,"employee, employer, employment, labor, work",employee
1797727,MD,2024,49,0.96,"board, health, school, education, physical","administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health; accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1837810,MD,2024,44,0.9602,"cannabis, tobacco, medical, marijuana, commission","cannabis administration, maryland; cannabis distribution; cannabis production; treatments.’; drugs; hemp; smoking and vaping"
1798082,MD,2024,7,0.9602,"property, county, tenant, landlord, department",property
1846400,MD,2024,20,0.9551,"election, board, campaign, law, voter",election
1834380,MD,2024,5,0.9731,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1837955,MD,2024,6,0.9371,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1835591,MD,2024,19,0.9746,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1827955,MD,2024,47,0.9413,"license, wine, class, holder, beer",license
1840491,MD,2024,33,0.9494,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1842156,MD,2024,41,0.8985,"county, law, public, commission, house",county
1817819,MD,2024,21,0.9586,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1835745,MD,2024,27,0.9779,"health, pharmacy, drug, prescription, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842228,MD,2024,22,0.9733,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1798313,MD,2024,5,0.9627,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1824857,MD,2024,41,0.9447,"county, law, public, commission, house",county
1839336,MD,2024,2,0.9611,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1832829,MD,2024,12,0.9159,"energy, electric, commission, company, public",energy
1798256,MD,2024,3,0.9606,"vehicle, person, motor, administration, driver",vehicle
1817771,MD,2024,0,0.9466,"employee, employer, employment, labor, work",employee
1820052,MD,2024,12,0.9695,"energy, electric, commission, company, public",energy
1838032,MD,2024,2,0.9652,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1835600,MD,2024,13,0.9675,"person, law, criminal, court, sexual",person
1837797,MD,2024,41,0.9556,"county, law, public, commission, house",county
1819915,MD,2024,36,0.9498,"vehicle, speed, highway, monitoring, administration",vehicle
1837847,MD,2024,12,0.9416,"energy, electric, commission, company, public",energy
1821839,MD,2024,3,0.9586,"vehicle, person, motor, administration, driver",vehicle
1840583,MD,2024,17,0.9641,"person, drug, law, health, substance",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1827847,MD,2024,36,0.9729,"vehicle, speed, highway, monitoring, administration",vehicle
1832716,MD,2024,1,0.9689,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1826305,MD,2024,44,0.9513,"cannabis, tobacco, medical, marijuana, commission","cannabis administration, maryland; cannabis distribution; cannabis production; treatments.’; drugs; hemp; smoking and vaping"
1842101,MD,2024,29,0.9623,"child, court, law, department, parent",child
1827902,MD,2024,30,0.9549,"food, program, department, health, school","clams; crabs; dietitians and nutritionists; food insecurity; meat, poultry, and seafood; milk products; oysters; restaurants; vending machines; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health"
1837902,MD,2024,7,0.9551,"property, county, tenant, landlord, department",property
1798190,MD,2024,2,0.9611,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1798387,MD,2024,0,0.9705,"employee, employer, employment, labor, work",employee
1838049,MD,2024,32,0.9573,"license, county, alcoholic, beverages, alcoholic beverages","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1847544,MD,2024,2,0.948,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1826407,MD,2024,5,0.9426,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1797971,MD,2024,42,0.9585,"department, license, oyster, person, natural",department
1836811,MD,2024,21,0.9401,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842253,MD,2024,14,0.9507,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1835694,MD,2024,12,0.9386,"energy, electric, commission, company, public",energy
1797834,MD,2024,9,0.9742,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798368,MD,2024,5,0.9812,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1832852,MD,2024,10,0.9543,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1829064,MD,2024,34,0.9628,"court, county, judge, law, salary",court
1832782,MD,2024,37,0.9357,"transportation, county, transit, administration, authority",aircraft; airports; bicycles; boats and ships; bridges and tunnels; buses; commuters; for-hire driving; highways; mass transit; trucks; motor vehicle rentals; motor vehicles; railroads; ridesharing and carsharing; school buses; taxicabs
1826391,MD,2024,29,0.9169,"child, court, law, department, parent",child
1824656,MD,2024,1,0.9527,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1840517,MD,2024,36,0.9023,"vehicle, speed, highway, monitoring, administration",vehicle
1837979,MD,2024,7,0.9549,"property, county, tenant, landlord, department",property
1825047,MD,2024,19,0.9679,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1829822,MD,2024,29,0.9708,"child, court, law, department, parent",child
1837996,MD,2024,7,0.971,"property, county, tenant, landlord, department",property
1834343,MD,2024,40,0.9239,"board, dental, health, license, practice",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798104,MD,2024,24,0.9631,"animal, dog, person, law, fund",animal
1821842,MD,2024,13,0.9676,"person, law, criminal, court, sexual",person
1842195,MD,2024,7,0.9596,"property, county, tenant, landlord, department",property
1835552,MD,2024,38,0.9344,"emergency, county, public, safety, volunteer",accidents; building codes; emergencies; guns; homeland security; injury; motor vehicle inspection; occupational safety; personal protective equipment; restrictive housing; school resource officers; traffic monitoring; surveillance; traffic regulation; workplace retaliation
1835786,MD,2024,5,0.9534,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1797926,MD,2024,42,0.9436,"department, license, oyster, person, natural",department
1798295,MD,2024,41,0.949,"county, law, public, commission, house",county
1832805,MD,2024,47,0.9646,"license, wine, class, holder, beer",license
1842204,MD,2024,23,0.9389,"lottery, video, video lottery, county, gaming","awards, medals, and prizes; gaming and gambling; cameras; deepfakes; recordings; surveillance; television"
1835769,MD,2024,41,0.9582,"county, law, public, commission, house",county
1837884,MD,2024,9,0.9653,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1836796,MD,2024,34,0.9742,"court, county, judge, law, salary",court
1798016,MD,2024,33,0.9529,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1839199,MD,2024,21,0.9643,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1840540,MD,2024,30,0.9356,"food, program, department, health, school","clams; crabs; dietitians and nutritionists; food insecurity; meat, poultry, and seafood; milk products; oysters; restaurants; vending machines; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health"
1827884,MD,2024,13,0.9515,"person, law, criminal, court, sexual",person
1826329,MD,2024,0,0.9716,"employee, employer, employment, labor, work",employee
1832690,MD,2024,21,0.9649,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1826283,MD,2024,9,0.9696,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1812226,MD,2024,26,0.9674,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1839176,MD,2024,19,0.9721,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1819939,MD,2024,12,0.9213,"energy, electric, commission, company, public",energy
1838008,MD,2024,33,0.9629,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1797930,MD,2024,26,0.9724,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1842212,MD,2024,7,0.9753,"property, county, tenant, landlord, department",property
1797875,MD,2024,29,0.9769,"child, court, law, department, parent",child
1832813,MD,2024,7,0.964,"property, county, tenant, landlord, department",property
1798283,MD,2024,13,0.9594,"person, law, criminal, court, sexual",person
1827938,MD,2024,11,0.9585,"inmate, correctional, services, department, law",inmate
1840556,MD,2024,26,0.97,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1827892,MD,2024,22,0.972,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1832669,MD,2024,36,0.9375,"vehicle, speed, highway, monitoring, administration",vehicle
1837938,MD,2024,12,0.9705,"energy, electric, commission, company, public",energy
1798000,MD,2024,26,0.9783,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1837892,MD,2024,2,0.9304,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1812230,MD,2024,7,0.9751,"property, county, tenant, landlord, department",property
1829863,MD,2024,1,0.9545,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1826295,MD,2024,33,0.9464,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1829160,MD,2024,41,0.9323,"county, law, public, commission, house",county
1826411,MD,2024,28,0.9831,"retirement, income, member, service, pension",mandatory retirement
1797967,MD,2024,26,0.9808,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1847552,MD,2024,1,0.9368,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
